-175,-72,
-304,-151,
-407,-193,
-510,-208,
-673,-192,
-790,-169,
-990,-124,
-1029,-292,
-760,-353,
-531,-404,
-413,-430,
-288,-510,
-252,-700,
-252,-862,
-274,-1015,
-533,-1157,
-762,-1207,
-1031,-1267,
-993,-1435,
-793,-1391,
-675,-1368,
-512,-1353,
-409,-1368,
-307,-1411,
-180,-1488,
6,-1568,
319,-1499,
270,-1290,
248,-1143,
241,-922,
242,-782,
242,-642,
246,-494,
257,-358,
322,-65,
15,8,
-175,-72,

-748.942,1257.89,
-786.915,1102.02,
-716.612,954.95,
-625.412,867.242,
-489.049,778.393,
-446.468,877.443,
-414.405,1015.91,
-422.516,1168.01,
-499.601,1301.7,
-662.723,1404.11,
-748.942,1257.89,

-724.348,728.573,
-789.494,581.965,
-746.529,424.716,
-672.421,322.159,
-554.077,210.429,
-494.524,300.303,
-438.296,430.835,
-419.169,581.944,
-471.192,727.236,
-613.449,857.082,
-724.348,728.573,

-244.659,829.608,
-327.91,692.468,
-305.28,531.034,
-244.808,419.889,
-141.624,294.024,
-71.1314,375.601,
1.231,497.927,
39.4083,645.38,
6.2744,796.106,
-118.326,942.979,
-244.659,829.608,

83.4101,19.9415,
230.951,82.9474,
306.564,227.362,
322.128,352.932,
311.543,515.342,
206.731,490.076,
76.6682,432.771,
-40.2364,335.133,
-101.075,193.306,
-85.3122,1.34661,
83.4101,19.9415,

-421.074,377.495,
-519.719,250.975,
-516.029,88.0046,
-468.902,-29.4222,
-381.067,-166.44,
-301.56,-93.6211,
-215.453,19.4528,
-160.376,161.462,
-175.744,315.019,
-282.406,475.394,
-421.074,377.495,

-782.539,-521.408,
-850.195,-666.875,
-809.939,-824.839,
-737.605,-928.654,
-621.198,-1042.4,
-560.11,-953.564,
-501.646,-824.019,
-479.925,-673.26,
-529.443,-527.095,
-669.448,-394.824,
-782.539,-521.408,

419.733,-1410.52,
476.456,-1573.1,
763.243,-1481.5,
930.689,-1430.63,
1057.78,-1394.9,
1156.97,-1370.6,
1314.68,-1346.62,
1478.64,-1354.17,
1746.28,-1131.59,
1594.77,-1120.33,
1425.92,-1117.37,
1286.41,-1135.93,
1164.71,-1161.71,
1051.72,-1192.2,
902.093,-1239.86,
619.893,-1336.35,
419.733,-1410.52,

-1341.19,-1597.54,
-1280.68,-1732.84,
-1209.76,-1867.36,
-1112.14,-2004.48,
-1013.17,-1952.57,
-912.482,-1910.71,
-800.895,-1886.08,
-651.475,-1865.14,
-432.619,-1832.55,
-464.224,-1635.81,
-442.859,-1462.65,
-573.259,-1491.28,
-674.143,-1507.51,
-809.56,-1523.07,
-1068.62,-1548.61,
-1228.01,-1565.88,
-1341.19,-1597.54,

249.911,-1140.97,
299.284,-1305.93,
589.891,-1227.29,
759.451,-1183.98,
888.014,-1153.99,
988.194,-1134.16,
1146.82,-1117.29,
1310.28,-1132.18,
1587.63,-921.838,
1436.79,-903.795,
1268.23,-893.259,
1128.04,-905.54,
1005.3,-925.835,
891.053,-951.229,
739.442,-992.122,
453.197,-1075.86,
249.911,-1140.97,

259.979,-880.528,
316.36,-1043.22,
603.339,-952.229,
770.892,-901.712,
898.055,-866.25,
997.296,-842.16,
1155.06,-818.516,
1319.01,-826.412,
1587.11,-604.401,
1435.63,-592.824,
1266.78,-589.504,
1127.24,-607.768,
1005.48,-633.292,
892.422,-663.547,
742.699,-710.885,
460.295,-806.783,
259.979,-880.528,

-121.515,1183.81,
-82.9188,1040.71,
-33.9175,896.75,
41.0543,746.044,
146.926,781.838,
252.92,807.435,
366.985,814.301,
517.842,811.607,
739.102,809.564,
738.663,1008.83,
786.853,1176.51,
653.579,1168.63,
551.398,1168.38,
415.214,1174.19,
155.353,1189.5,
-4.78459,1197.38,
-121.515,1183.81,

-483.092,2527.27,
-447.522,2383.39,
-401.568,2238.43,
-329.791,2086.18,
-223.188,2119.73,
-116.677,2143.08,
-2.49275,2147.54,
148.274,2141.67,
369.441,2134.96,
373.204,2334.19,
424.92,2500.82,
291.509,2495.75,
189.346,2497.65,
53.3143,2506.34,
-206.166,2527.12,
-366.102,2538.37,
-483.092,2527.27,

338.877,-159.264,
498.29,-224.346,
619.44,51.2619,
692.134,210.452,
749.465,329.369,
796.9,419.806,
883.311,553.9,
997.493,671.814,
1007.78,1019.75,
899.069,913.636,
785.086,789.017,
706.666,672.161,
645.442,563.867,
593.513,458.98,
530.204,315.279,
415.759,39.8694,
338.877,-159.264,

338.819,-670.057,
423.58,-819.935,
689.477,-678.742,
845.192,-598.873,
963.888,-541.087,
1057.17,-499.517,
1208.09,-447.844,
1370.78,-426.082,
1594.51,-159.413,
1443.42,-175.308,
1276.74,-202.455,
1142.77,-245.553,
1027.6,-292.59,
921.838,-342.714,
783.089,-416.244,
522.577,-561.438,
338.819,-670.057,

252.03,-446.558,
337.015,-596.309,
602.701,-454.718,
758.296,-374.616,
876.905,-316.652,
970.121,-274.942,
1120.97,-223.044,
1283.62,-201.038,
1506.96,65.9661,
1355.89,49.8444,
1189.25,22.4476,
1055.34,-20.8506,
940.244,-68.0597,
834.558,-118.342,
695.919,-192.08,
435.625,-337.664,
252.03,-446.558,

-557.792,2054.77,
-511.292,1914.04,
-454.356,1773.03,
-371.115,1626.73,
-267.399,1668.36,
-162.993,1699.81,
-49.4867,1713.02,
101.286,1718.72,
322.317,1728.99,
310.791,1927.92,
349.575,2098.03,
216.946,2082.74,
114.938,2076.81,
-21.3594,2075.03,
-281.669,2075.86,
-441.997,2074.81,
-557.792,2054.77,

-422.374,-1839.73,
-335.058,-1959.5,
-237.722,-2076.33,
-113.721,-2190.16,
-27.7093,-2118.8,
62.0718,-2056.92,
166.1,-2009.63,
307.903,-1958.09,
515.198,-1880.7,
443.379,-1694.83,
428.276,-1521.01,
306.678,-1576.13,
211.374,-1612.99,
82.1517,-1656.36,
-165.935,-1735.2,
-318.259,-1785.23,
-422.374,-1839.73,

-579.826,1583.35,
-521.417,1447.13,
-452.587,1311.53,
-357.094,1172.92,
-257.335,1223.29,
-156.014,1263.6,
-44.0603,1286.49,
105.666,1305.12,
324.999,1334.33,
296.439,1531.53,
320.478,1704.34,
189.651,1677.73,
88.5285,1663.06,
-47.1131,1649.59,
-306.533,1628.06,
-466.179,1613.26,
-579.826,1583.35,

-1204.05,-417.577,
-1274.79,-554.049,
-1338.04,-679.346,
-1459.08,-780.041,
-1986.26,-922.437,
-1943.21,-1076.59,
-1368.94,-949.119,
-1250.65,-1021.36,
-1065.11,-1025.05,
-1023.1,-840.135,
-1003.94,-736.284,
-983.652,-596.05,
-968.919,-466.501,
-957.643,-311.009,
-1148.52,-310.73,
-1204.05,-417.577,

259.845,-2499.57,
174.11,-2627.16,
97.0852,-2744.49,
-34.5655,-2830.84,
-574.477,-2912.65,
-549.152,-3070.68,
35.8541,-3009.03,
145.203,-3094.2,
329.142,-3118.86,
391.81,-2939.89,
422.6,-2838.88,
458.628,-2701.84,
487.929,-2574.79,
516.732,-2421.58,
327.113,-2399.69,
259.845,-2499.57,

-855.321,2089.17,
-893.994,1940.39,
-927.844,1804.18,
-1023.5,1679.13,
-1505.9,1423.23,
-1429.7,1282.48,
-898.067,1534.28,
-766.694,1490.11,
-584.959,1527.71,
-585.056,1717.34,
-589.435,1822.85,
-600.794,1964.09,
-615.194,2093.67,
-638.725,2247.79,
-824.899,2205.68,
-855.321,2089.17,

1294.33,-2217.35,
1237.8,-2360.29,
1187.59,-2491.36,
1077.4,-2603.81,
567.382,-2798.96,
625.847,-2947.95,
1184.22,-2762.88,
1309.22,-2822.74,
1494.19,-2807.59,
1517.22,-2619.37,
1525.75,-2514.11,
1531.7,-2372.54,
1533.22,-2242.17,
1528.66,-2086.33,
1338.74,-2105.42,
1294.33,-2217.35,

1386.18,-1491.43,
1355.35,-1642.03,
1328.67,-1779.82,
1239.7,-1909.71,
771.347,-2190.51,
854.811,-2327.07,
1372.53,-2047.8,
1506.04,-2085.03,
1685.56,-2037.97,
1675.54,-1848.61,
1665.64,-1743.47,
1646.91,-1603.02,
1625.74,-1474.37,
1594.18,-1321.69,
1410.46,-1373.49,
1386.18,-1491.43,

546.848,-1818.56,
487.835,-1960.5,
435.348,-2090.67,
323.215,-2201.19,
-190.122,-2387.42,
-134.261,-2537.41,
427.252,-2362.09,
551.194,-2424.12,
736.395,-2412.19,
762.703,-2224.4,
773.059,-2119.31,
781.478,-1977.86,
785.263,-1847.53,
783.421,-1691.64,
593.197,-1707.42,
546.848,-1818.56,

